timestamp,stress,body_battery,respiration_rate,heart_rate,activity_type,intensity,cycles,active_time,active_calories
2026-06-03 00:00:00,,,,72.0,,,,,
2026-06-03 00:01:00,12,32.0,13.58,71.0,,,,,
2026-06-03 00:02:00,20,32.0,15.36,74.0,,,,,
2026-06-03 00:03:00,,,14.91,73.0,,,,,
2026-06-03 00:04:00,22,32.0,16.58,80.0,,,,,
2026-06-03 00:05:00,39,32.0,,76.0,,,,,
2026-06-03 00:06:00,,,15.25,69.0,,,,,
2026-06-03 00:07:00,16,32.0,13.75,71.0,,,,,
2026-06-03 00:08:00,18,32.0,15.08,72.0,,,,,
2026-06-03 00:09:00,19,32.0,14.75,,walking,2.0,4645.0,5309.0,338.0
2026-06-03 00:10:00,15,32.0,15.16,84.0,,,,,
2026-06-03 00:11:00,15,33.0,13.5,71.0,,,,,
2026-06-03 00:12:00,19,33.0,12.91,78.0,,,,,
2026-06-03 00:13:00,14,33.0,13.66,,walking,2.0,4713.5,5376.0,340.0
2026-06-03 00:14:00,13,33.0,12.83,74.0,,,,,
2026-06-03 00:15:00,13,33.0,13.41,68.0,,,,,
2026-06-03 00:16:00,17,33.0,15.0,61.0,,,,,
2026-06-03 00:17:00,17,33.0,13.33,59.0,,,,,
2026-06-03 00:18:00,16,33.0,14.91,77.0,,,,,
2026-06-03 00:19:00,13,34.0,13.16,82.0,,,,,
2026-06-03 00:20:00,17,34.0,14.75,,walking,2.0,4836.0,5508.0,347.0
2026-06-03 00:21:00,23,34.0,13.33,85.0,,,,,
2026-06-03 00:22:00,7,34.0,13.16,69.0,,,,,
2026-06-03 00:23:00,8,34.0,13.5,64.0,,,,,
2026-06-03 00:24:00,10,34.0,15.08,,,,,,
2026-06-03 00:25:00,8,35.0,14.16,63.0,,,,,
2026-06-03 00:26:00,8,35.0,15.0,73.0,,,,,
2026-06-03 00:27:00,10,35.0,13.91,61.0,,,,,
2026-06-03 00:28:00,12,35.0,13.0,58.0,,,,,
2026-06-03 00:29:00,15,35.0,15.25,64.0,,,,,
2026-06-03 00:30:00,,,12.75,74.0,,,,,
2026-06-03 00:31:00,10,36.0,15.41,64.0,,,,,
2026-06-03 00:32:00,10,36.0,15.08,69.0,,,,,
2026-06-03 00:33:00,9,36.0,14.58,64.0,,,,,
2026-06-03 00:34:00,8,36.0,15.63,60.0,,,,,
2026-06-03 00:35:00,10,36.0,14.83,62.0,,,,,
2026-06-03 00:36:00,11,37.0,14.41,60.0,,,,,
2026-06-03 00:37:00,10,37.0,15.5,60.0,,,,,
2026-06-03 00:38:00,9,37.0,15.33,61.0,,,,,
2026-06-03 00:39:00,11,37.0,15.91,61.0,,,,,
2026-06-03 00:40:00,11,37.0,16.0,60.0,,,,,
2026-06-03 00:41:00,10,38.0,16.0,70.0,,,,,
2026-06-03 00:42:00,11,38.0,16.0,58.0,,,,,
2026-06-03 00:43:00,10,38.0,15.25,59.0,,,,,
2026-06-03 00:44:00,13,38.0,15.91,74.0,,,,,
2026-06-03 00:45:00,21,38.0,13.45,61.0,,,,,
2026-06-03 00:46:00,21,38.0,15.91,59.0,,,,,
2026-06-03 00:47:00,17,38.0,13.75,81.0,,,,,
2026-06-03 00:48:00,14,38.0,15.58,66.0,,,,,
2026-06-03 00:49:00,,,16.58,57.0,,,,,
2026-06-03 00:50:00,20,39.0,16.91,55.0,,,,,
2026-06-03 00:51:00,20,39.0,17.16,57.0,,,,,
2026-06-03 00:52:00,20,39.0,17.41,55.0,,,,,
2026-06-03 00:53:00,23,39.0,17.77,58.0,walking,2.0,5286.5,5944.0,367.0
2026-06-03 00:54:00,,,15.08,89.0,,,,,
2026-06-03 00:55:00,22,39.0,16.83,57.0,,,,,
2026-06-03 00:56:00,8,39.0,15.83,59.0,,,,,
2026-06-03 00:57:00,19,39.0,15.08,57.0,,,,,
2026-06-03 00:58:00,14,39.0,13.83,61.0,,,,,
2026-06-03 00:59:00,10,40.0,11.41,56.0,,,,,
2026-06-03 01:00:00,9,41.0,13.75,,,,,,
2026-06-03 01:01:00,13,41.0,14.5,67.0,,,,,
2026-06-03 01:02:00,14,41.0,17.25,62.0,,,,,
2026-06-03 01:03:00,13,41.0,16.16,57.0,,,,,
2026-06-03 01:04:00,28,41.0,16.2,56.0,,,,,
2026-06-03 01:05:00,18,41.0,15.66,67.0,,,,,
2026-06-03 01:06:00,25,41.0,15.0,57.0,,,,,
2026-06-03 01:07:00,,41.0,13.83,56.0,,,,,
2026-06-03 01:08:00,,41.0,12.5,57.0,,,,,
2026-06-03 01:09:00,,41.0,12.33,56.0,,,,,
2026-06-03 01:10:00,,41.0,13.91,57.0,,,,,
2026-06-03 01:11:00,21,41.0,16.0,58.0,,,,,
2026-06-03 01:12:00,21,41.0,16.83,64.0,walking,2.0,5351.0,6012.0,370.0
2026-06-03 01:13:00,21,41.0,17.75,68.0,,,,,
2026-06-03 01:14:00,,,17.33,61.0,,,,,
2026-06-03 01:15:00,,41.0,17.16,59.0,,,,,
2026-06-03 01:16:00,,41.0,16.58,58.0,,,,,
2026-06-03 01:17:00,,41.0,17.0,64.0,,,,,
2026-06-03 01:18:00,,41.0,16.66,59.0,,,,,
2026-06-03 01:19:00,,41.0,16.91,66.0,,,,,
2026-06-03 01:20:00,,41.0,17.5,64.0,,,,,
2026-06-03 01:21:00,,42.0,17.33,67.0,,,,,
2026-06-03 01:22:00,,42.0,17.41,65.0,,,,,
2026-06-03 01:23:00,,42.0,17.16,55.0,,,,,
2026-06-03 01:24:00,21,42.0,16.83,61.0,,,,,
2026-06-03 01:25:00,,42.0,17.16,60.0,,,,,
2026-06-03 01:26:00,,42.0,16.41,53.0,,,,,
2026-06-03 01:27:00,,42.0,17.5,54.0,,,,,
2026-06-03 01:28:00,19,42.0,17.75,55.0,,,,,
2026-06-03 01:29:00,,42.0,18.25,62.0,,,,,
2026-06-03 01:30:00,,42.0,17.25,55.0,,,,,
2026-06-03 01:31:00,,42.0,17.91,67.0,,,,,
2026-06-03 01:32:00,,42.0,18.83,61.0,,,,,
2026-06-03 01:33:00,17,42.0,17.08,65.0,,,,,
2026-06-03 01:34:00,,,16.25,60.0,,,,,
2026-06-03 01:35:00,17,42.0,14.83,59.0,,,,,
2026-06-03 01:36:00,,,14.5,61.0,,,,,
2026-06-03 01:37:00,,42.0,17.16,60.0,,,,,
2026-06-03 01:38:00,,42.0,17.91,59.0,,,,,
2026-06-03 01:39:00,,42.0,15.91,58.0,,,,,
2026-06-03 01:40:00,28,42.0,17.0,,walking,2.0,5396.0,6055.0,372.0
2026-06-03 01:41:00,11,42.0,15.75,61.0,,,,,
2026-06-03 01:42:00,17,42.0,15.66,63.0,,,,,
2026-06-03 01:43:00,17,42.0,15.08,68.0,,,,,
2026-06-03 01:44:00,17,42.0,13.83,60.0,,,,,
2026-06-03 01:45:00,10,42.0,16.41,62.0,,,,,
2026-06-03 01:46:00,9,42.0,16.5,63.0,,,,,
2026-06-03 01:47:00,9,43.0,16.83,62.0,,,,,
2026-06-03 01:48:00,9,43.0,17.0,59.0,,,,,
2026-06-03 01:49:00,14,43.0,17.0,60.0,,,,,
2026-06-03 01:50:00,11,44.0,17.0,59.0,,,,,
2026-06-03 01:51:00,12,44.0,17.5,58.0,,,,,
2026-06-03 01:52:00,12,44.0,17.25,59.0,,,,,
2026-06-03 01:53:00,14,44.0,17.91,60.0,,,,,
2026-06-03 01:54:00,11,44.0,17.0,59.0,,,,,
2026-06-03 01:55:00,,,17.0,58.0,,,,,
2026-06-03 01:56:00,14,44.0,16.16,60.0,walking,2.0,5477.5,6131.0,374.0
2026-06-03 01:57:00,11,44.0,17.91,61.0,,,,,
2026-06-03 01:58:00,9,44.0,17.58,62.0,,,,,
2026-06-03 01:59:00,13,44.0,15.9,63.0,walking,2.0,5547.0,6197.0,377.0
2026-06-03 02:00:00,,,14.16,60.0,,,,,
2026-06-03 02:01:00,17,44.0,14.3,56.0,walking,2.0,5567.5,6217.0,378.0
2026-06-03 02:02:00,8,45.0,14.16,57.0,,,,,
2026-06-03 02:03:00,16,45.0,13.5,61.0,,,,,
2026-06-03 02:04:00,8,45.0,14.33,69.0,,,,,
2026-06-03 02:05:00,9,45.0,14.16,58.0,,,,,
2026-06-03 02:06:00,8,45.0,14.66,85.0,,,,,
2026-06-03 02:07:00,8,45.0,15.08,69.0,walking,2.0,5650.0,6292.0,382.0
2026-06-03 02:08:00,8,45.0,15.25,59.0,,,,,
2026-06-03 02:09:00,10,45.0,15.83,58.0,,,,,
2026-06-03 02:10:00,,,15.0,61.0,,,,,
2026-06-03 02:11:00,10,45.0,15.33,60.0,,,,,
2026-06-03 02:12:00,10,45.0,15.25,57.0,,,,,
2026-06-03 02:13:00,10,46.0,15.5,56.0,,,,,
2026-06-03 02:14:00,11,46.0,14.91,66.0,,,,,
2026-06-03 02:15:00,12,46.0,16.0,62.0,,,,,
2026-06-03 02:16:00,13,46.0,16.16,57.0,,,,,
2026-06-03 02:17:00,10,46.0,15.66,66.0,,,,,
2026-06-03 02:18:00,10,46.0,15.58,,,,,,
2026-06-03 02:19:00,13,46.0,16.0,56.0,,,,,
2026-06-03 02:20:00,9,46.0,16.0,57.0,,,,,
2026-06-03 02:21:00,13,46.0,16.0,56.0,,,,,
2026-06-03 02:22:00,14,46.0,15.58,57.0,,,,,
2026-06-03 02:23:00,12,46.0,15.5,58.0,,,,,
2026-06-03 02:24:00,12,46.0,15.66,56.0,,,,,
2026-06-03 02:25:00,10,46.0,15.66,87.0,,,,,
2026-06-03 02:26:00,12,46.0,15.5,61.0,,,,,
2026-06-03 02:27:00,18,46.0,15.27,62.0,,,,,
2026-06-03 02:28:00,21,46.0,15.91,64.0,,,,,
2026-06-03 02:29:00,24,46.0,13.81,57.0,,,,,
2026-06-03 02:30:00,15,47.0,14.25,61.0,,,,,
2026-06-03 02:31:00,9,48.0,16.41,57.0,,,,,
2026-06-03 02:32:00,16,48.0,15.5,56.0,,,,,
2026-06-03 02:33:00,17,48.0,16.91,84.0,,,,,
2026-06-03 02:34:00,12,48.0,16.75,57.0,,,,,
2026-06-03 02:35:00,16,48.0,15.5,55.0,,,,,
2026-06-03 02:36:00,25,48.0,16.58,56.0,,,,,
2026-06-03 02:37:00,20,48.0,17.5,57.0,,,,,
2026-06-03 02:38:00,18,48.0,19.0,56.0,,,,,
2026-06-03 02:39:00,17,49.0,19.33,,walking,2.0,6018.0,6654.0,395.0
2026-06-03 02:40:00,15,49.0,16.83,57.0,,,,,
2026-06-03 02:41:00,16,49.0,16.9,56.0,,,,,
2026-06-03 02:42:00,,50.0,15.9,96.0,,,,,
2026-06-03 02:43:00,10,50.0,14.41,57.0,,,,,
2026-06-03 02:44:00,13,50.0,13.08,56.0,,,,,
2026-06-03 02:45:00,12,51.0,14.5,75.0,,,,,
2026-06-03 02:46:00,9,51.0,13.75,57.0,,,,,
2026-06-03 02:47:00,11,51.0,13.83,56.0,,,,,
2026-06-03 02:48:00,22,51.0,16.58,57.0,,,,,
2026-06-03 02:49:00,12,51.0,16.33,56.0,,,,,
2026-06-03 02:50:00,,,14.66,58.0,,,,,
2026-06-03 02:51:00,3,52.0,16.75,57.0,running,2.0,172.0,202.0,13.0
2026-06-03 02:52:00,19,53.0,17.09,56.0,walking,3.0,6205.5,6836.0,407.0
2026-06-03 02:53:00,13,53.0,15.58,74.0,,,,,
2026-06-03 02:54:00,10,53.0,15.18,59.0,walking,5.0,6218.0,6843.0,407.0
2026-06-03 02:55:00,19,53.0,14.08,78.0,,,,,
2026-06-03 02:56:00,12,54.0,14.66,66.0,,,,,
2026-06-03 02:57:00,9,54.0,14.83,64.0,,,,,
2026-06-03 02:58:00,11,55.0,15.75,56.0,,,,,
2026-06-03 02:59:00,14,55.0,16.08,58.0,,,,,
2026-06-03 03:00:00,10,55.0,15.5,69.0,,,,,
2026-06-03 03:01:00,10,55.0,15.58,56.0,,,,,
2026-06-03 03:02:00,10,55.0,15.41,58.0,,,,,
2026-06-03 03:03:00,11,55.0,15.16,67.0,,,,,
2026-06-03 03:04:00,11,55.0,16.5,64.0,,,,,
2026-06-03 03:05:00,9,56.0,16.08,65.0,,,,,
2026-06-03 03:06:00,9,57.0,14.75,64.0,,,,,
2026-06-03 03:07:00,11,57.0,15.41,58.0,,,,,
2026-06-03 03:08:00,12,57.0,14.08,82.0,,,,,
2026-06-03 03:09:00,12,57.0,12.33,83.0,walking,2.0,9.0,4.0,0.0
2026-06-03 03:10:00,10,57.0,15.41,57.0,,,,,
2026-06-03 03:11:00,11,58.0,16.33,83.0,,,,,
2026-06-03 03:12:00,12,59.0,16.08,84.0,,,,,
2026-06-03 03:13:00,12,59.0,16.08,53.0,,,,,
2026-06-03 03:14:00,13,59.0,16.75,59.0,,,,,
2026-06-03 03:15:00,10,59.0,16.0,62.0,,,,,
2026-06-03 03:16:00,11,59.0,16.16,69.0,,,,,
2026-06-03 03:17:00,12,59.0,16.0,52.0,,,,,
2026-06-03 03:18:00,8,59.0,15.83,53.0,,,,,
2026-06-03 03:19:00,9,60.0,15.16,58.0,,,,,
2026-06-03 03:20:00,13,60.0,14.75,61.0,,,,,
2026-06-03 03:21:00,2,60.0,13.08,55.0,,,,,
2026-06-03 03:22:00,3,60.0,14.41,64.0,,,,,
2026-06-03 03:23:00,4,60.0,14.83,56.0,walking,1.0,6415.0,6982.0,411.0
2026-06-03 03:24:00,6,61.0,15.75,80.0,,,,,
2026-06-03 03:25:00,7,61.0,18.33,86.0,,,,,
2026-06-03 03:26:00,5,61.0,15.41,57.0,,,,,
2026-06-03 03:27:00,,,15.41,55.0,,,,,
2026-06-03 03:28:00,8,62.0,14.66,99.0,,,,,
2026-06-03 03:29:00,8,63.0,14.91,56.0,walking,1.0,6481.5,7098.0,417.0
2026-06-03 03:30:00,6,63.0,15.0,103.0,,,,,
2026-06-03 03:31:00,6,63.0,15.5,57.0,,,,,
2026-06-03 03:32:00,7,63.0,15.08,56.0,,,,,
2026-06-03 03:33:00,7,63.0,14.91,57.0,,,,,
2026-06-03 03:34:00,9,64.0,13.91,56.0,walking,1.0,6577.5,7333.0,430.0
2026-06-03 03:35:00,10,64.0,14.5,58.0,,,,,
2026-06-03 03:36:00,6,64.0,15.66,56.0,walking,2.0,6584.0,7336.0,430.0
2026-06-03 03:37:00,7,64.0,16.0,76.0,,,,,
2026-06-03 03:38:00,8,64.0,15.58,86.0,,,,,
2026-06-03 03:39:00,8,64.0,16.25,57.0,running,4.0,185.5,211.0,13.0
2026-06-03 03:40:00,10,65.0,15.83,56.0,,,,,
2026-06-03 03:41:00,11,65.0,15.91,,walking,3.0,6590.5,7340.0,431.0
2026-06-03 03:42:00,7,65.0,16.33,83.0,,,,,
2026-06-03 03:43:00,5,65.0,16.0,57.0,,,,,
2026-06-03 03:44:00,9,65.0,16.08,56.0,walking,2.0,6609.5,7352.0,431.0
2026-06-03 03:45:00,23,66.0,16.45,57.0,,,,,
2026-06-03 03:46:00,7,66.0,15.91,56.0,,,,,
2026-06-03 03:47:00,,,13.41,59.0,walking,0.0,6614.0,7356.0,431.0
2026-06-03 03:48:00,5,67.0,14.75,57.0,,,,,
2026-06-03 03:49:00,21,67.0,14.16,52.0,walking,3.0,6644.0,7383.0,432.0
2026-06-03 03:50:00,7,67.0,14.66,53.0,,,,,
2026-06-03 03:51:00,6,67.0,15.16,54.0,,,,,
2026-06-03 03:52:00,4,67.0,14.08,56.0,,,,,
2026-06-03 03:53:00,6,67.0,15.66,54.0,,,,,
2026-06-03 03:54:00,5,68.0,14.83,79.0,,,,,
2026-06-03 03:55:00,6,68.0,14.25,90.0,,,,,
2026-06-03 03:56:00,8,68.0,14.5,59.0,,,,,
2026-06-03 03:57:00,6,68.0,14.33,54.0,,,,,
2026-06-03 03:58:00,14,68.0,14.41,102.0,,,,,
2026-06-03 03:59:00,29,68.0,16.7,55.0,walking,1.0,6755.5,7605.0,446.0
2026-06-03 04:00:00,16,68.0,15.33,54.0,,,,,
2026-06-03 04:01:00,11,68.0,14.16,55.0,,,,,
2026-06-03 04:02:00,7,69.0,11.25,98.0,,,,,
2026-06-03 04:03:00,2,69.0,14.91,95.0,,,,,
2026-06-03 04:04:00,2,69.0,16.16,54.0,generic,6.0,0.0,960.0,64.0
2026-06-03 04:05:00,7,69.0,13.08,55.0,walking,2.0,6808.5,7734.0,454.0
2026-06-03 04:06:00,7,69.0,13.58,88.0,,,,,
2026-06-03 04:07:00,,,16.41,78.0,,,,,
2026-06-03 04:08:00,10,70.0,14.0,68.0,,,,,
2026-06-03 04:09:00,11,70.0,11.16,73.0,,,,,
2026-06-03 04:10:00,6,70.0,12.5,,,,,,
2026-06-03 04:11:00,9,70.0,13.33,82.0,,,,,
2026-06-03 04:12:00,11,70.0,16.9,70.0,,,,,
2026-06-03 04:13:00,38,70.0,12.81,55.0,,,,,
2026-06-03 04:14:00,31,70.0,15.33,57.0,walking,3.0,6932.5,7826.0,456.0
2026-06-03 04:15:00,16,70.0,11.16,53.0,,,,,
2026-06-03 04:16:00,14,70.0,10.45,64.0,,,,,
2026-06-03 04:17:00,11,70.0,15.91,56.0,,,,,
2026-06-03 04:18:00,9,70.0,14.75,55.0,,,,,
2026-06-03 04:19:00,7,71.0,14.58,53.0,,,,,
2026-06-03 04:20:00,5,71.0,15.33,55.0,,,,,
2026-06-03 04:21:00,7,71.0,14.18,53.0,,,,,
2026-06-03 04:22:00,19,71.0,,54.0,,,,,
2026-06-03 04:23:00,,71.0,13.75,55.0,,,,,
2026-06-03 04:24:00,8,71.0,14.16,90.0,,,,,
2026-06-03 04:25:00,11,71.0,15.41,91.0,,,,,
2026-06-03 04:26:00,9,71.0,14.75,64.0,,,,,
2026-06-03 04:27:00,,,15.5,58.0,walking,4.0,7021.0,7912.0,461.0
2026-06-03 04:28:00,12,72.0,14.16,53.0,,,,,
2026-06-03 04:29:00,6,72.0,13.58,54.0,,,,,
2026-06-03 04:30:00,9,72.0,14.63,52.0,,,,,
2026-06-03 04:31:00,20,72.0,14.16,49.0,,,,,
2026-06-03 04:32:00,4,72.0,14.5,52.0,,,,,
2026-06-03 04:33:00,14,72.0,16.08,55.0,,,,,
2026-06-03 04:34:00,4,72.0,16.66,60.0,,,,,
2026-06-03 04:35:00,4,72.0,14.08,53.0,,,,,
2026-06-03 04:36:00,6,73.0,12.16,84.0,,,,,
2026-06-03 04:37:00,5,73.0,16.41,89.0,,,,,
2026-06-03 04:38:00,5,73.0,14.83,54.0,,,,,
2026-06-03 04:39:00,4,73.0,15.58,,walking,2.0,7247.0,8130.0,470.0
2026-06-03 04:40:00,10,73.0,15.54,69.0,,,,,
2026-06-03 04:41:00,8,73.0,17.25,70.0,,,,,
2026-06-03 04:42:00,7,74.0,15.0,60.0,,,,,
2026-06-03 04:43:00,2,74.0,14.08,57.0,running,7.0,285.0,261.0,14.0
2026-06-03 04:44:00,3,74.0,16.0,55.0,walking,4.0,7261.5,8136.0,470.0
2026-06-03 04:45:00,6,74.0,14.0,54.0,,,,,
2026-06-03 04:46:00,8,74.0,14.41,56.0,walking,7.0,7351.5,8177.0,471.0
2026-06-03 04:47:00,7,74.0,15.54,54.0,,,,,
2026-06-03 04:48:00,3,75.0,14.16,50.0,,,,,
2026-06-03 04:49:00,,,12.16,61.0,,,,,
2026-06-03 04:50:00,15,75.0,,,walking,3.0,13.5,6.0,0.0
2026-06-03 04:51:00,15,75.0,11.83,54.0,,,,,
2026-06-03 04:52:00,10,75.0,15.91,56.0,,,,,
2026-06-03 04:53:00,13,75.0,15.58,87.0,,,,,
2026-06-03 04:54:00,10,75.0,15.83,55.0,,,,,
2026-06-03 04:55:00,,,16.58,56.0,,,,,
2026-06-03 04:56:00,13,75.0,16.0,54.0,,,,,
2026-06-03 04:57:00,,,15.16,55.0,,,,,
2026-06-03 04:58:00,14,76.0,14.66,69.0,,,,,
2026-06-03 04:59:00,14,76.0,16.41,52.0,,,,,
2026-06-03 05:00:00,15,76.0,16.91,57.0,,,,,
2026-06-03 05:01:00,11,76.0,14.83,58.0,,,,,
2026-06-03 05:02:00,12,76.0,15.91,53.0,,,,,
2026-06-03 05:03:00,16,76.0,18.16,54.0,,,,,
2026-06-03 05:04:00,14,76.0,18.75,52.0,walking,7.0,7679.5,8345.0,475.0
2026-06-03 05:05:00,11,76.0,16.83,91.0,,,,,
2026-06-03 05:06:00,13,76.0,16.5,53.0,,,,,
2026-06-03 05:07:00,12,76.0,15.66,54.0,,,,,
2026-06-03 05:08:00,12,76.0,15.83,62.0,,,,,
2026-06-03 05:09:00,13,76.0,17.25,54.0,,,,,
2026-06-03 05:10:00,14,76.0,16.25,52.0,,,,,
2026-06-03 05:11:00,15,76.0,17.33,51.0,,,,,
2026-06-03 05:12:00,15,76.0,17.33,52.0,walking,7.0,7872.0,8433.0,477.0
2026-06-03 05:13:00,11,76.0,16.16,53.0,,,,,
2026-06-03 05:14:00,13,76.0,17.75,67.0,,,,,
2026-06-03 05:15:00,,,20.91,50.0,,,,,
2026-06-03 05:16:00,13,76.0,17.91,55.0,,,,,
2026-06-03 05:17:00,13,76.0,17.33,57.0,,,,,
2026-06-03 05:18:00,12,76.0,17.08,66.0,walking,5.0,7996.5,8507.0,479.0
2026-06-03 05:19:00,16,76.0,16.83,55.0,,,,,
2026-06-03 05:20:00,14,76.0,18.25,58.0,,,,,
2026-06-03 05:21:00,13,76.0,19.08,55.0,,,,,
2026-06-03 05:22:00,13,76.0,16.08,57.0,,,,,
2026-06-03 05:23:00,14,76.0,17.83,58.0,,,,,
2026-06-03 05:24:00,14,76.0,17.08,56.0,,,,,
2026-06-03 05:25:00,13,76.0,15.0,57.0,,,,,
2026-06-03 05:26:00,12,76.0,17.66,56.0,,,,,
2026-06-03 05:27:00,15,77.0,16.25,58.0,,,,,
2026-06-03 05:28:00,14,77.0,18.0,56.0,,,,,
2026-06-03 05:29:00,18,77.0,16.58,95.0,,,,,
